L1,L2,L3,L4,L5,L9,Level,UPC,COLUPC,SY,GE,VEND,ITEM,*STUBSPEC 1844RC                                                         00004  ,VOL_EQ,PRODUCT TYPE,COLOR,SIZE,ADDITIVES,NUMBER OF PLY,TYPE OF DISPENSER,NUMBER OF SHEETS
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,LINTERS INC.,LINTERS INC.,PURELY COTTON,+PRLCT WHT FCLTS 3PLY 96CT,9,00-01-03999-00070,10399900070,, 1, 3999,   70,        +PRLCT WHT FCLTS 3PLY       96CT 0 1  3999    70 0= 1 0.9600RP   00698  ,0.96,FACIAL TISSUE,WHITE,MISSING,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,LINTERS INC.,LINTERS INC.,PURELY COTTON,+PRLCT WHT FCLTS 3PLY 525CT,9,07-01-03999-00055,710399900055,7, 1, 3999,   55,        +PRLCT WHT FCLTS 3PLY      525CT 7 1  3999    55 1  1 5.2500RP   00699  ,5.25,FACIAL TISSUE,WHITE,MISSING,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,LION TRADING COMPANY,LION TRADING COMPANY,NOBRAND,+NBRND PRINT FCLTS 3PLY 80CT,9,06-01-48956-34266,614895634266,6, 1,48956,34266,        +NBRND PRINT FCLTS 3PLY     80CT 6 1 48956 34266 1  1 0.8000RP   00703  ,0.8,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,3 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,LISA FRANK INC,LISA FRANK INC,LISA FRANK,+LISFR PRINT FCLTS 2PLY 25CT,9,00-01-52528-19460,15252819460,, 1,52528,19460,        +LISFR PRINT FCLTS 2PLY     25CT 0 1 52528 19460 1  1 0.2500RP   00707  ,0.25,FACIAL TISSUE,PRINT,MISSING,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL FCLTS 2PLY 300CT,9,00-04-43032-05538,44303205538,, 4,43032, 5538,        +MRCAL FCLTS 2PLY          300CT 0 4 43032  5538 1  1 3.0000RP   00711  ,3,FACIAL TISSUE,MISSING,MISSING,MISSING,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 100CT,9,00-01-43032-00129,14303200129,, 1,43032,  129,        +MRCAL WHT FCLTS 2PLY      100CT 0 1 43032   129 1  1 1.0000RP   00712  ,1,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 160CT,9,00-02-43032-03395,24303203395,, 2,43032, 3395,        +MRCAL WHT FCLTS 2PLY      160CT 0 2 43032  3395 1  1 1.6000PP   00713  ,1.6,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 175CT,9,00-01-43032-03393,14303203393,, 1,43032, 3393,        +MRCAL WHT FCLTS 2PLY      175CT 0 1 43032  3393 1  1 1.7500PP   00714  ,1.75,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 175CT,9,00-03-43032-03398,34303203398,, 3,43032, 3398,        +MRCAL WHT FCLTS 2PLY      175CT 0 3 43032  3398 1  1 1.7500RP   00715  ,1.75,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 200CT,9,00-02-43032-03398,24303203398,, 2,43032, 3398,        +MRCAL WHT FCLTS 2PLY      200CT 0 2 43032  3398 1  1 2.0000CF   00716  ,2,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 240CT,9,00-01-43032-04032,14303204032,, 1,43032, 4032,        +MRCAL WHT FCLTS 2PLY      240CT 0 1 43032  4032 1  1 2.4000RP   00717  ,2.4,FACIAL TISSUE,WHITE,FAMILY,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 320CT,9,00-02-43032-04037,24303204037,, 2,43032, 4037,        +MRCAL WHT FCLTS 2PLY      320CT 0 2 43032  4037 1  1 3.2000RP   00718  ,3.2,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 480CT,9,00-01-43032-03389,14303203389,, 1,43032, 3389,        +MRCAL WHT FCLTS 2PLY      480CT 0 1 43032  3389 1  1 4.8000RP   00719  ,4.8,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 480CT,9,00-02-43032-03399,24303203399,, 2,43032, 3399,        +MRCAL WHT FCLTS 2PLY      480CT 0 2 43032  3399 1  1 4.8000RP   00720  ,4.8,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 480CT,9,00-02-43032-04034,24303204034,, 2,43032, 4034,        +MRCAL WHT FCLTS 2PLY      480CT 0 2 43032  4034 1  1 4.8000RP   00721  ,4.8,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY NOADD 80CT,9,00-01-43032-04041,14303204041,, 1,43032, 4041,        +MRCAL WHT FCLTS 2PLY NOADD 80CT 0 1 43032  4041 1  1 0.8000PP   00722  ,0.8,FACIAL TISSUE,WHITE,MISSING,NO ADDITIVES,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 240CT,9,00-06-43032-04039,64303204039,, 6,43032, 4039,        +MRCAL WHT FCLTS 2PLY      240CT 0 6 43032  4039 1  1 2.4000RP   00723  ,2.4,FACIAL TISSUE,WHITE,DISPENSER,NO ADDITIVES,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL,+MRCAL WHT FCLTS 2PLY 480CT,9,00-01-43032-03392,14303203392,, 1,43032, 3392,        +MRCAL WHT FCLTS 2PLY      480CT 0 1 43032  3392 1  1 4.8000BP   00724  ,4.8,FACIAL TISSUE,WHITE,MISSING,NO ADDITIVES,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL FLUFF OUT,+MCFFO WHT FCLTS 2PLY 80CT,9,00-01-43032-04033,14303204033,, 1,43032, 4033,        +MCFFO WHT FCLTS 2PLY       80CT 0 1 43032  4033 1  1 0.8000PP   00726  ,0.8,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,POP-UP,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL FLUFF OUT,+MCFFO WHT FCLTS 2PLY 80CT,9,00-02-43032-04036,24303204036,, 2,43032, 4036,        +MCFFO WHT FCLTS 2PLY       80CT 0 2 43032  4036 1  1 0.8000RP   00727  ,0.8,FACIAL TISSUE,WHITE,FULL SIZE,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL FLUFF OUT,+MCFFO WHT FCLTS 2PLY 100CT,9,00-04-43032-00029,44303200029,, 4,43032,   29,        +MCFFO WHT FCLTS 2PLY      100CT 0 4 43032    29 1  1 1.0000RP   00728  ,1,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL FLUFF OUT,+MCFFO WHT FCLTS 2PLY 100CT,9,00-01-43032-00930,14303200930,, 1,43032,  930,        +MCFFO WHT FCLTS 2PLY      100CT 0 1 43032   930 1  1 1.0000RP   00729  ,1,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL FLUFF OUT,+MCFFO WHT FCLTS 2PLY 250CT,9,00-02-43032-04038,24303204038,, 2,43032, 4038,        +MCFFO WHT FCLTS 2PLY      250CT 0 2 43032  4038 1  1 2.5000RP   00730  ,2.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL FLUFF OUT,+MCFFO WHT FCLTS 2PLY 250CT,9,00-03-43032-05038,34303205038,, 3,43032, 5038,        +MCFFO WHT FCLTS 2PLY      250CT 0 3 43032  5038 1  1 2.5000PP   00731  ,2.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL FLUFF OUT,+MCFFO WHT FCLTS 2PLY 280CT,9,00-01-43032-04038,14303204038,, 1,43032, 4038,        +MCFFO WHT FCLTS 2PLY      280CT 0 1 43032  4038 1  1 2.8000CF   00732  ,2.8,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL FLUFF OUT,+MCFFO WHT FCLTS 2PLY 280CT,9,00-02-43032-05539,24303205539,, 2,43032, 5539,        +MCFFO WHT FCLTS 2PLY      280CT 0 2 43032  5539 1  1 2.8000PP   00733  ,2.8,FACIAL TISSUE,WHITE,FAMILY,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL FLUFF OUT,+MCFFO WHT FCLTS 2PLY 320CT,9,00-01-43032-04035,14303204035,, 1,43032, 4035,        +MCFFO WHT FCLTS 2PLY      320CT 0 1 43032  4035 1  1 3.2000PP   00734  ,3.2,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL FLUFF OUT,+MCFFO WHT FCLTS 2PLY 320CT,9,00-01-43032-04042,14303204042,, 1,43032, 4042,        +MCFFO WHT FCLTS 2PLY      320CT 0 1 43032  4042 1  1 3.2000RP   00735  ,3.2,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL HANKIES,+MHNKY WHT FCLTS 2PLY 50CT,9,00-01-43032-00033,14303200033,, 1,43032,   33,        +MHNKY WHT FCLTS 2PLY       50CT 0 1 43032    33 1  1 0.5000RP   00737  ,0.5,FACIAL TISSUE,WHITE,FULL SIZE,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL HANKIES,+MHNKY WHT FCLTS 2PLY 50CT,9,00-01-43032-00034,14303200034,, 1,43032,   34,        +MHNKY WHT FCLTS 2PLY       50CT 0 1 43032    34 1  1 0.5000RP   00738  ,0.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MARCAL PAPER MILLS INC,MARCAL PAPER MILLS INC,MARCAL HANKIES,+MHNKY WHT FCLTS 2PLY 75CT,9,00-01-43032-00035,14303200035,, 1,43032,   35,        +MHNKY WHT FCLTS 2PLY       75CT 0 1 43032    35 1  1 0.7500RP   00739  ,0.75,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MEGAS BEAUTY AIDS,MEGAS BEAUTY AIDS,MEGAS,+MEGAS WHT FCLTS 2PLY 15CT,9,00-01-73915-80111,17391580111,, 1,73915,80111,        +MEGAS WHT FCLTS 2PLY       15CT 0 1 73915 80111 1  1 0.1500RP   00743  ,0.15,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,MISSING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MEGAS BEAUTY AIDS,MEGAS BEAUTY AIDS,MEGAS,+MEGAS WHT FCLTS 3PLY 10CT,9,00-01-94187-01374,19418701374,, 1,94187, 1374,        +MEGAS WHT FCLTS 3PLY       10CT 0 1 94187  1374 1  1 0.1000RP   00744  ,0.1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,MEGAS BEAUTY AIDS,MEGAS BEAUTY AIDS,MEGAS,+MEGAS WHT FCLTS 3PLY 80CT,9,00-03-73915-80000,37391580000,, 3,73915,80000,        +MEGAS WHT FCLTS 3PLY       80CT 0 3 73915 80000 1  1 0.8000RP   00745  ,0.8,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,NAVAJO MANUFACTURING COMPANY,NAVAJO MANUFACTURING COMPANY,HANDY SOLUTIONS,+HDSL1 WHT FCLTS 3PLY 10CT,9,00-01-24291-29347,12429129347,, 1,24291,29347,        +HDSL1 WHT FCLTS 3PLY       10CT 0 1 24291 29347 1  1 0.1000RP   00749  ,0.1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ORCHIDS PAPER PRODUCTS COMPANY,ORCHIDS PAPER PRODUCTS COMPANY,SOFT N FLUFFY,+SFNFL WHT FCLTS 2PLY 150CT,9,00-01-72740-19501,17274019501,, 1,72740,19501,        +SFNFL WHT FCLTS 2PLY      150CT 0 1 72740 19501 1  1 1.5000RP   00753  ,1.5,FACIAL TISSUE,WHITE,MISSING,NO ADDITIVES,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ORCHIDS PAPER PRODUCTS COMPANY,ORCHIDS PAPER PRODUCTS COMPANY,VELVET,+VLVET WHT FCLTS 2PLY 150CT,9,00-01-72740-99501,17274099501,, 1,72740,99501,        +VLVET WHT FCLTS 2PLY      150CT 0 1 72740 99501 1  1 1.5000RP   00755  ,1.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 1PLY 10CT,9,00-02-63362-50085,26336250085,, 2,63362,50085,        +SNIF1 PRINT FCLTS 1PLY     10CT 0 2 63362 50085 1  1 0.1000RP   00759  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,1 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-02-21766-02066,422176602066,4, 2,21766, 2066,        +SNIF1 PRINT FCLTS 4PLY     10CT40 2 21766  2066 1  1 0.1000RP   00760  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-02-21766-03423,422176603423,4, 2,21766, 3423,        +SNIF1 PRINT FCLTS 4PLY     10CT40 2 21766  3423 1  1 0.1000RP   00761  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-03-21766-03424,432176603424,4, 3,21766, 3424,        +SNIF1 PRINT FCLTS 4PLY     10CT40 3 21766  3424 1  1 0.1000RP   00762  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-03-21766-04389,432176604389,4, 3,21766, 4389,        +SNIF1 PRINT FCLTS 4PLY     10CT40 3 21766  4389 1  1 0.1000RP   00763  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-04394,412176604394,4, 1,21766, 4394,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  4394 1  1 0.1000RP   00764  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-02-21766-04556,422176604556,4, 2,21766, 4556,        +SNIF1 PRINT FCLTS 4PLY     10CT40 2 21766  4556 1  1 0.1000RP   00765  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-02-21766-04912,422176604912,4, 2,21766, 4912,        +SNIF1 PRINT FCLTS 4PLY     10CT40 2 21766  4912 1  1 0.1000RP   00766  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-04950,412176604950,4, 1,21766, 4950,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  4950 1  1 0.1000RP   00767  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-05497,412176605497,4, 1,21766, 5497,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  5497 1  1 0.1000RP   00768  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-05502,412176605502,4, 1,21766, 5502,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  5502 1  1 0.1000RP   00769  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-06101,412176606101,4, 1,21766, 6101,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  6101 1  1 0.1000RP   00770  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-02-21766-06299,422176606299,4, 2,21766, 6299,        +SNIF1 PRINT FCLTS 4PLY     10CT40 2 21766  6299 1  1 0.1000RP   00771  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-06311,412176606311,4, 1,21766, 6311,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  6311 1  1 0.1000RP   00772  ,0.1,FACIAL TISSUE,PRINT,MISSING,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-03-21766-06320,432176606320,4, 3,21766, 6320,        +SNIF1 PRINT FCLTS 4PLY     10CT40 3 21766  6320 1  1 0.1000RP   00773  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-03-21766-06543,432176606543,4, 3,21766, 6543,        +SNIF1 PRINT FCLTS 4PLY     10CT40 3 21766  6543 1  1 0.1000RP   00774  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-07848,412176607848,4, 1,21766, 7848,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  7848 1  1 0.1000RP   00775  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-03-21766-08137,432176608137,4, 3,21766, 8137,        +SNIF1 PRINT FCLTS 4PLY     10CT40 3 21766  8137 1  1 0.1000RP   00776  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-08143,412176608143,4, 1,21766, 8143,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  8143 1  1 0.1000RP   00777  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-08150,412176608150,4, 1,21766, 8150,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  8150 1  1 0.1000RP   00778  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-08183,412176608183,4, 1,21766, 8183,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  8183 1  1 0.1000RP   00779  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-08566,412176608566,4, 1,21766, 8566,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  8566 1  1 0.1000RP   00780  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PAPER PRODUCTS DESIGN GMBH,PAPER PRODUCTS DESIGN GMBH,SNIFF,+SNIF1 PRINT FCLTS 4PLY 10CT,9,40-01-21766-08570,412176608570,4, 1,21766, 8570,        +SNIF1 PRINT FCLTS 4PLY     10CT40 1 21766  8570 1  1 0.1000RP   00781  ,0.1,FACIAL TISSUE,PRINT,POCKET SIZE,MISSING,4 PLY,TOP OPENING,MISSING
